Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,CareerGrowthScore,PromotionDelayCategory,TrainingNeedIndicator,CareerStage,HighPromotionGap,CareerCluster,PC1,PC2,HC_Cluster,CareerClusterName
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999,22245,7,No,14,3,2,0,27,3,3,15,11,4,8,0.2666666666666666,0.7333333333333333,0.2,0.5333333333333333,9.4,Delayed,0,Veteran,0,1,2.3706247848644466,1.270774837130373,1,Stable Contributors
41,0,Travel_Rarely,549,Research & Development,7,2,Medical,4,Female,42,3,2,Manufacturing Director,3,Single,5003,23371,6,No,14,3,2,0,8,6,3,2,2,2,1,1.0,1.0,3.0,0.5,12.4,Moderate,0,Early,0,0,-1.3721851001312566,-0.9035702477868535,2,Fast-track Performers
39,0,Travel_Rarely,466,Research & Development,1,1,Life Sciences,4,Female,65,2,4,Manufacturing Director,4,Married,12742,7060,1,No,16,3,3,1,21,3,3,21,6,11,8,0.5238095238095238,0.2857142857142857,0.1428571428571428,0.3809523809523809,4.6,Critical,0,Veteran,1,1,3.3316935366794156,0.7242010544070975,1,Stable Contributors
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227,4658,0,No,18,3,2,1,4,2,3,3,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,8.8,Moderate,0,Mid,0,0,-0.280680998396917,-1.2837344549864818,1,Fast-track Performers
35,0,Travel_Rarely,802,Research & Development,10,3,Other,2,Male,45,3,1,Laboratory Technician,4,Divorced,3917,9541,1,No,20,4,1,1,3,4,2,3,2,1,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,11.0,Recent,0,Mid,0,0,-1.2944990667670613,-0.5904211035040754,2,Fast-track Performers
42,0,Travel_Rarely,265,Sales,5,2,Marketing,4,Male,90,3,5,Manager,3,Married,18303,7770,6,No,13,3,2,0,21,3,4,1,0,0,0,0.0,0.0,3.0,0.0,17.3,Recent,0,Early,0,0,-3.292920827813596,2.709080805408512,2,Fast-track Performers
50,0,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1,Male,64,3,1,Laboratory Technician,4,Married,2380,20165,4,No,18,3,2,0,8,5,3,1,0,0,0,0.0,0.0,5.0,0.0,11.8,Recent,0,Early,0,0,-4.41985955420589,0.4533749858270859,2,Fast-track Performers
59,0,Travel_Rarely,715,Research & Development,2,3,Life Sciences,3,Female,69,2,4,Manufacturing Director,4,Single,13726,21829,3,Yes,13,3,1,0,30,4,3,5,3,4,3,0.8,0.6,0.8,0.6,12.3,Delayed,0,Mid,0,0,0.2795395723594201,0.3867979211526476,2,Fast-track Performers
37,1,Travel_Rarely,1141,Research & Development,11,2,Medical,1,Female,61,1,2,Healthcare Representative,2,Married,4777,14382,5,No,15,3,1,0,15,2,1,1,0,0,0,0.0,0.0,2.0,0.0,10.5,Recent,0,Early,0,0,-2.9947063918375743,0.3410829938556214,2,Fast-track Performers
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385,12992,3,Yes,14,3,4,2,17,3,3,8,7,6,7,0.75,0.875,0.375,0.875,5.4,Delayed,0,Senior,1,1,2.273770445430841,-1.3683990562458848,1,Stable Contributors
41,0,Non-Travel,247,Research & Development,7,1,Life Sciences,2,Female,55,1,5,Research Director,3,Divorced,19973,20284,1,No,22,4,2,2,21,3,3,21,16,5,10,0.238095238095238,0.7619047619047619,0.1428571428571428,0.4761904761904761,14.2,Delayed,0,Veteran,1,1,3.6873203659533673,3.485451961654109,1,Stable Contributors
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,0,0.0,0.0,1.0,0.0,9.2,Recent,1,Early,0,0,-2.520795139153422,0.03657297819274354,2,Fast-track Performers
26,1,Non-Travel,265,Sales,29,2,Medical,2,Male,79,1,2,Sales Executive,1,Single,4969,21813,8,No,18,3,4,0,7,6,3,2,2,2,2,1.0,1.0,3.0,1.0,12.8,Moderate,0,Early,0,0,-0.9464945067844972,-1.0447351186175688,2,Fast-track Performers
52,1,Travel_Rarely,266,Sales,2,1,Marketing,1,Female,57,1,5,Manager,4,Married,19845,25846,1,No,15,3,4,1,33,3,3,32,14,6,9,0.1875,0.4375,0.09375,0.28125,11.5,Delayed,0,Veteran,1,1,3.993296263548568,3.824971875595057,1,Stable Contributors
44,0,Travel_Rarely,1448,Sales,28,3,Medical,4,Female,53,4,4,Sales Executive,4,Married,13320,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,11,0.9166666666666666,0.9166666666666666,0.1666666666666666,0.9166666666666666,3.8000000000000007,Critical,0,Senior,1,1,4.822242164856624,-0.8025771307858012,1,Stable Contributors
50,0,Non-Travel,145,Sales,1,3,Life Sciences,4,Female,95,3,2,Sales Executive,3,Married,6347,24920,0,No,12,3,1,1,19,3,3,18,7,0,13,0.0,0.3888888888888889,0.1666666666666666,0.7222222222222222,11.2,Recent,0,Veteran,0,1,1.6123032861448796,2.025168391628441,1,Stable Contributors
36,1,Travel_Rarely,885,Research & Development,16,4,Life Sciences,3,Female,43,4,1,Laboratory Technician,1,Single,2743,8269,1,No,16,3,3,0,18,1,3,17,13,15,14,0.8823529411764706,0.7647058823529411,0.0588235294117647,0.8235294117647058,-7.4,Critical,1,Veteran,1,1,6.326261929381636,-3.3390138666910962,1,Stable Contributors
39,0,Travel_Frequently,945,Research & Development,22,3,Medical,4,Female,82,3,3,Manufacturing Director,1,Single,10880,5083,1,Yes,13,3,3,0,21,2,3,21,6,2,8,0.0952380952380952,0.2857142857142857,0.0952380952380952,0.3809523809523809,10.3,Moderate,0,Veteran,0,1,1.4545289435986346,1.9962701645001746,1,Stable Contributors
33,0,Non-Travel,1038,Sales,8,1,Life Sciences,2,Female,88,2,1,Sales Representative,4,Single,2342,21437,0,No,19,3,4,0,3,2,2,2,2,2,2,1.0,1.0,1.0,1.0,6.9,Moderate,0,Early,0,0,0.16367059897395203,-2.8754915404129053,1,Fast-track Performers
45,0,Travel_Rarely,1234,Sales,11,2,Life Sciences,4,Female,90,3,4,Manager,4,Married,17650,5404,3,No,13,3,2,1,26,4,4,9,3,1,1,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,15.3,Recent,0,Senior,0,0,-1.1105207253820544,2.430021266321678,2,Fast-track Performers
32,0,Non-Travel,1109,Research & Development,29,4,Medical,4,Female,69,3,1,Laboratory Technician,3,Single,4025,11135,9,No,12,3,2,0,10,2,3,8,7,7,7,0.875,0.875,0.25,0.875,1.1999999999999993,Critical,0,Senior,1,1,2.6834591762360116,-2.775158709463245,1,Stable Contributors
34,0,Travel_Rarely,216,Sales,1,4,Marketing,2,Male,75,4,2,Sales Executive,4,Divorced,9725,12278,0,No,11,3,4,1,16,2,2,15,1,0,9,0.0,0.0666666666666666,0.1333333333333333,0.6,10.1,Recent,0,Veteran,0,0,0.12627918489296552,1.2956177610343877,2,Fast-track Performers
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904,11038,3,Yes,14,3,3,1,14,1,1,6,4,0,4,0.0,0.6666666666666666,0.1666666666666666,0.6666666666666666,11.4,Recent,1,Mid,0,0,-0.07978805200491798,0.7430902024858065,2,Fast-track Performers
45,0,Travel_Rarely,788,Human Resources,24,4,Medical,2,Male,36,3,1,Human Resources,2,Single,2177,8318,1,No,16,3,1,0,6,3,3,6,3,0,4,0.0,0.5,0.5,0.6666666666666666,9.6,Recent,0,Mid,0,0,-0.7816483373088838,-0.0012520549782427672,2,Fast-track Performers
53,0,Travel_Frequently,124,Sales,2,3,Marketing,3,Female,38,2,3,Sales Executive,2,Married,7525,23537,2,No,12,3,1,1,30,2,3,15,7,6,12,0.4,0.4666666666666667,0.1333333333333333,0.8,6.199999999999999,Delayed,0,Veteran,1,1,3.0044860089561354,0.4239012154997482,1,Stable Contributors
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834,7858,7,No,14,3,2,1,9,3,2,1,0,0,0,0.0,0.0,3.0,0.0,11.4,Recent,0,Early,0,0,-3.439845713432935,0.5864232061860656,2,Fast-track Performers
26,1,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1,Male,57,3,1,Research Scientist,1,Married,2042,15346,6,Yes,14,3,2,1,6,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,7.4,Recent,0,Mid,0,0,-0.7050092856704724,-1.4090555564647262,2,Fast-track Performers
34,0,Travel_Rarely,1333,Sales,10,4,Life Sciences,3,Female,87,3,1,Sales Representative,3,Married,2220,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,0,0.0,1.0,2.0,0.0,8.9,Recent,0,Early,0,0,-2.2742936947399968,-0.8771293884070563,2,Fast-track Performers
28,0,Travel_Rarely,1144,Sales,10,1,Medical,4,Male,74,3,1,Sales Representative,2,Married,1052,23384,1,No,22,4,2,0,1,5,3,1,0,0,0,0.0,0.0,5.0,0.0,13.2,Recent,0,Early,0,0,-4.5205613130166595,0.6604692974906037,2,Fast-track Performers
38,0,Travel_Frequently,1186,Research & Development,3,4,Other,3,Male,44,3,1,Research Scientist,3,Married,2821,2997,3,No,16,3,1,1,8,2,3,2,2,2,2,1.0,1.0,1.0,1.0,6.6,Moderate,0,Early,0,0,0.1852495472905456,-2.9198688929122305,1,Fast-track Performers
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,19237,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,7,0.875,0.125,0.25,0.875,9.1,Critical,0,Senior,1,1,1.6825451570986214,0.2285820736891234,2,Stable Contributors
37,0,Travel_Rarely,124,Research & Development,3,3,Other,4,Female,35,3,2,Healthcare Representative,2,Single,4107,13848,3,No,15,3,1,0,8,3,2,4,3,0,1,0.0,0.75,0.75,0.25,11.5,Recent,0,Mid,0,0,-1.391628456674706,0.4739215243322911,2,Fast-track Performers
40,0,Travel_Rarely,300,Sales,26,3,Marketing,3,Male,74,3,2,Sales Executive,1,Married,8396,22217,1,No,14,3,2,1,8,3,2,7,7,7,5,1.0,1.0,0.4285714285714285,0.7142857142857143,4.4,Critical,0,Senior,1,1,2.293136832171253,-2.062121111727133,1,Stable Contributors
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007,25265,1,No,13,3,3,2,5,5,3,5,3,1,3,0.2,0.6,1.0,0.6,10.3,Recent,0,Mid,0,0,-1.0154743727146258,-0.05644341482872767,2,Fast-track Performers
46,0,Travel_Rarely,430,Research & Development,1,4,Medical,4,Male,40,3,5,Research Director,4,Divorced,19627,21445,9,No,17,3,4,2,23,0,3,2,2,2,2,1.0,1.0,0.0,1.0,12.7,Moderate,1,Early,0,0,0.9463334630543824,-0.621675803310012,2,Fast-track Performers
54,0,Travel_Rarely,1082,Sales,2,4,Life Sciences,3,Female,41,2,3,Sales Executive,3,Married,10686,8392,6,No,11,3,2,1,13,4,3,9,4,7,0,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,7.1,Critical,0,Senior,1,0,0.43494452566770336,-0.40211219781420754,2,Fast-track Performers
56,0,Travel_Frequently,1240,Research & Development,9,3,Medical,1,Female,63,3,1,Research Scientist,3,Married,2942,12154,2,No,19,3,2,1,18,4,3,5,4,0,3,0.0,0.8,0.8,0.6,10.9,Recent,0,Mid,0,0,-0.934612141542504,0.12674074321189455,2,Fast-track Performers
36,0,Travel_Rarely,796,Research & Development,12,5,Medical,4,Female,51,2,3,Manufacturing Director,4,Single,8858,15669,0,No,11,3,2,0,15,2,2,14,8,7,8,0.5,0.5714285714285714,0.1428571428571428,0.5714285714285714,5.1,Critical,0,Senior,1,1,2.774439223404901,-0.095329490448429,1,Stable Contributors
55,0,Non-Travel,444,Research & Development,2,1,Medical,3,Male,40,2,4,Manager,1,Single,16756,17323,7,No,15,3,2,0,31,3,4,9,7,6,2,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.2222222222222222,9.5,Delayed,0,Senior,1,1,1.3031828611085452,0.3526819714812272,1,Stable Contributors
43,0,Travel_Rarely,415,Sales,25,3,Medical,3,Male,79,2,3,Sales Executive,4,Divorced,10798,5268,5,No,13,3,3,1,18,5,3,1,0,0,0,0.0,0.0,5.0,0.0,15.3,Recent,0,Early,0,0,-4.290740038446807,1.8043794316985804,2,Fast-track Performers
20,1,Travel_Frequently,769,Sales,9,3,Marketing,4,Female,54,3,1,Sales Representative,4,Single,2323,17205,1,Yes,14,3,2,0,2,3,3,2,2,0,2,0.0,1.0,1.5,1.0,9.4,Recent,0,Early,0,0,-1.1197787386818627,-0.9219115996057315,2,Fast-track Performers
21,1,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,3,Female,36,2,1,Laboratory Technician,1,Single,1416,17258,1,No,13,3,1,0,1,6,2,1,0,1,0,1.0,0.0,6.0,0.0,11.3,Recent,0,Early,0,0,-3.998934888658598,-0.9100100781972491,2,Fast-track Performers
46,0,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,4,Female,74,2,2,Research Scientist,1,Divorced,4615,21029,8,Yes,23,4,1,3,19,2,3,16,13,1,7,0.0625,0.8125,0.125,0.4375,11.3,Recent,0,Veteran,0,1,1.8024732921704574,1.4907557968503224,1,Stable Contributors
51,1,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1,Male,34,3,1,Research Scientist,3,Married,2461,10332,9,Yes,12,3,3,3,18,2,4,10,0,2,7,0.2,0.0,0.2,0.7,6.199999999999999,Moderate,0,Senior,0,0,-0.07678315951334998,-0.49489634090000983,2,Fast-track Performers
28,1,Non-Travel,1366,Research & Development,24,2,Technical Degree,2,Male,72,2,3,Healthcare Representative,1,Single,8722,12355,1,No,12,3,1,0,10,2,2,10,7,1,9,0.1,0.7,0.2,0.9,11.2,Recent,0,Senior,0,1,1.3987077901487779,1.1802021025879226,1,Stable Contributors
26,0,Travel_Rarely,192,Research & Development,1,2,Medical,1,Male,59,2,1,Laboratory Technician,1,Married,3955,11141,1,No,16,3,1,2,6,2,3,5,3,1,3,0.2,0.6,0.4,0.6,7.6,Recent,0,Mid,0,0,-0.454529001517192,-0.90350589576692,2,Fast-track Performers
30,0,Travel_Rarely,1176,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,9957,9096,0,No,15,3,3,1,7,1,2,6,2,0,2,0.0,0.3333333333333333,0.1666666666666666,0.3333333333333333,9.5,Recent,1,Mid,0,0,-1.0432982801360404,0.21177790512214467,2,Fast-track Performers
41,0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,No,13,3,3,0,10,3,3,10,6,0,8,0.0,0.6,0.3,0.8,9.3,Recent,0,Senior,0,1,0.5167088932838014,0.41013396315825734,1,Stable Contributors
38,0,Travel_Rarely,330,Research & Development,17,1,Life Sciences,3,Female,65,2,3,Healthcare Representative,3,Married,8823,24608,0,No,18,3,1,1,20,4,2,19,9,1,9,0.0526315789473684,0.4736842105263157,0.2105263157894736,0.4736842105263157,13.8,Recent,0,Veteran,0,1,1.421938776080395,2.8654821269869246,1,Stable Contributors
40,0,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1,Male,61,3,3,Healthcare Representative,4,Married,10322,26542,4,No,20,4,4,1,14,6,3,11,10,11,1,1.0,0.9090909090909092,0.5454545454545454,0.0909090909090909,7.0,Critical,0,Senior,1,1,2.2183255881854547,-0.4736723085220131,2,Stable Contributors
27,0,Non-Travel,1277,Research & Development,8,5,Life Sciences,1,Male,87,1,1,Laboratory Technician,3,Married,4621,5869,1,No,19,3,4,3,3,4,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,9.9,Recent,0,Mid,0,0,-1.2153762562728851,-0.7531380626682681,2,Fast-track Performers
55,0,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,4,Male,65,3,3,Manufacturing Director,2,Married,10976,15813,3,No,18,3,2,1,23,4,3,3,2,1,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,13.8,Recent,0,Mid,0,0,-1.1150286716025934,0.6570361865356601,2,Fast-track Performers
28,0,Travel_Rarely,857,Research & Development,10,3,Other,3,Female,59,3,2,Research Scientist,3,Single,3660,7909,3,No,13,3,4,0,10,4,4,8,7,1,7,0.125,0.875,0.5,0.875,11.3,Recent,0,Senior,0,1,0.7514531156407199,0.7377988255074148,1,Stable Contributors
44,1,Travel_Rarely,1376,Human Resources,1,2,Medical,2,Male,91,2,3,Human Resources,1,Married,10482,2326,9,No,14,3,4,1,24,1,3,20,6,3,6,0.15,0.3,0.05,0.3,8.4,Moderate,1,Veteran,0,1,1.4809055793287866,1.3070773222802357,1,Stable Contributors
33,0,Travel_Rarely,654,Research & Development,5,3,Life Sciences,4,Male,34,2,3,Healthcare Representative,4,Divorced,7119,21214,4,No,15,3,3,1,9,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,11.5,Recent,0,Mid,0,0,-0.6190476665445764,0.030703594405418717,2,Fast-track Performers
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582,10333,0,Yes,22,4,1,0,9,2,3,8,7,4,7,0.5,0.875,0.25,0.875,10.2,Delayed,0,Senior,0,1,1.8170314379257755,0.03788120552629844,1,Stable Contributors
33,1,Travel_Frequently,827,Research & Development,29,4,Medical,1,Female,54,2,2,Research Scientist,3,Single,4508,3129,1,No,22,4,2,0,14,4,3,13,7,3,8,0.2307692307692307,0.5384615384615384,0.3076923076923077,0.6153846153846154,11.2,Moderate,0,Senior,0,1,1.1553796414900248,1.1490321523301157,1,Stable Contributors
28,0,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1,Male,50,3,1,Laboratory Technician,3,Divorced,2207,22482,1,No,16,3,4,1,4,5,2,4,2,2,2,0.5,0.5,1.25,0.5,9.6,Moderate,0,Mid,0,0,-1.1608199541681388,-0.6684048973161777,2,Fast-track Performers
34,0,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1,Male,45,3,2,Healthcare Representative,4,Single,7756,22266,0,No,17,3,3,0,7,1,2,6,2,0,4,0.0,0.3333333333333333,0.1666666666666666,0.6666666666666666,9.7,Recent,1,Mid,0,0,-0.6029108995075109,0.18230785086641688,2,Fast-track Performers
37,0,Travel_Rarely,309,Sales,10,4,Life Sciences,4,Female,88,2,2,Sales Executive,4,Divorced,6694,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,0,0.0,0.0,5.0,0.0,13.4,Recent,0,Early,0,0,-4.344510322168051,1.1066885325131706,2,Fast-track Performers
25,1,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,4,Male,32,3,1,Laboratory Technician,4,Married,3691,4605,1,Yes,15,3,2,1,7,3,4,7,7,5,6,0.7142857142857143,1.0,0.4285714285714285,0.8571428571428571,4.5,Delayed,0,Senior,1,1,1.8836414765509715,-2.0006025403420233,1,Stable Contributors
26,1,Travel_Rarely,1330,Research & Development,21,3,Medical,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,No,20,4,3,1,1,0,2,1,1,0,0,0.0,1.0,0.0,0.0,8.0,Recent,1,Early,0,0,-1.4487518964990558,-1.2346777555699686,2,Fast-track Performers
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,2,1.0,1.0,0.0,1.0,6.0,Moderate,1,Early,0,0,0.6665154832196228,-3.2793073425536754,1,Fast-track Performers
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17665,14399,0,No,17,3,4,1,23,3,3,22,6,13,7,0.5909090909090909,0.2727272727272727,0.1363636363636363,0.3181818181818182,2.6999999999999997,Critical,0,Veteran,1,1,3.6508475975770738,0.2949306072106985,1,Stable Contributors
28,1,Travel_Frequently,1009,Research & Development,1,3,Medical,1,Male,45,2,1,Laboratory Technician,2,Divorced,2596,7160,1,No,15,3,1,2,1,2,3,1,0,0,0,0.0,0.0,2.0,0.0,8.5,Recent,0,Early,0,0,-3.041283692786621,-0.3714003561628969,2,Fast-track Performers
50,1,Travel_Frequently,959,Sales,1,4,Other,4,Male,81,3,2,Sales Executive,3,Single,4728,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,0,0.0,0.0,0.0,0.0,12.4,Recent,0,Early,0,0,-2.665474715405021,0.9798956131736628,2,Fast-track Performers
33,0,Travel_Frequently,970,Sales,7,3,Life Sciences,4,Female,30,3,2,Sales Executive,2,Married,4302,13401,0,No,17,3,3,1,4,3,3,3,2,0,2,0.0,0.6666666666666666,1.0,0.6666666666666666,11.7,Recent,0,Mid,0,0,-1.3237348788220304,0.2851148177412828,2,Fast-track Performers
34,0,Non-Travel,697,Research & Development,3,4,Life Sciences,3,Male,40,2,1,Research Scientist,4,Married,2979,22478,3,No,17,3,4,3,6,2,3,0,0,0,0,0.0,0.0,0.0,0.0,8.7,Recent,0,Early,0,0,-2.474360183926084,-0.30101058062835184,2,Fast-track Performers
48,0,Non-Travel,1262,Research & Development,1,4,Medical,1,Male,35,4,4,Manager,4,Single,16885,16154,2,No,22,4,3,0,27,3,2,5,4,2,1,0.4,0.8,0.6,0.2,15.2,Moderate,0,Mid,0,0,-0.5536645786349602,1.3211877028288392,2,Fast-track Performers
45,0,Non-Travel,1050,Sales,9,4,Life Sciences,2,Female,65,2,2,Sales Executive,3,Married,5593,17970,1,No,13,3,4,1,15,2,3,15,10,4,12,0.2666666666666666,0.6666666666666666,0.1333333333333333,0.8,6.300000000000001,Delayed,0,Veteran,0,1,2.96015479187007,0.3193555388359473,1,Stable Contributors
52,0,Travel_Rarely,994,Research & Development,7,4,Life Sciences,2,Male,87,3,3,Healthcare Representative,2,Single,10445,15322,7,No,19,3,4,0,18,4,3,8,6,4,0,0.5,0.75,0.5,0.0,10.9,Delayed,0,Senior,0,0,-0.02148950457146142,0.5321487036027148,2,Fast-track Performers
38,0,Travel_Rarely,770,Sales,10,4,Marketing,3,Male,73,2,3,Sales Executive,3,Divorced,8740,5569,0,Yes,14,3,2,2,9,2,3,8,7,2,7,0.25,0.875,0.25,0.875,10.4,Moderate,0,Senior,0,1,1.4026900046490878,0.4997665560572386,1,Stable Contributors
29,0,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,3,Female,93,3,1,Research Scientist,4,Divorced,2514,26968,4,No,22,4,1,1,11,1,3,7,5,1,7,0.1428571428571428,0.7142857142857143,0.1428571428571428,1.0,8.2,Recent,1,Senior,0,1,0.7677200215712473,-0.7348557979167648,2,Stable Contributors
28,0,Travel_Rarely,950,Research & Development,3,3,Medical,4,Female,93,3,3,Manufacturing Director,2,Divorced,7655,8039,0,No,17,3,2,3,10,3,2,9,7,1,7,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,12.7,Recent,0,Senior,0,1,0.8752570612576113,1.3907733542733536,1,Stable Contributors
46,0,Travel_Rarely,406,Sales,3,1,Marketing,1,Male,52,3,4,Manager,3,Married,17465,15596,3,No,12,3,4,1,23,3,3,12,9,4,9,0.3333333333333333,0.75,0.25,0.75,11.2,Delayed,0,Senior,0,1,2.3114355359243457,1.5433031265619468,1,Stable Contributors
38,0,Travel_Rarely,130,Sales,2,2,Marketing,4,Male,32,3,3,Sales Executive,2,Single,7351,20619,7,No,16,3,3,0,10,2,3,1,0,0,0,0.0,0.0,2.0,0.0,12.6,Recent,0,Early,0,0,-2.955322073660725,1.0683587947072481,2,Fast-track Performers
43,0,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,3,Female,83,3,3,Manufacturing Director,1,Married,10820,11535,8,No,11,3,3,1,18,1,3,8,7,0,1,0.0,0.875,0.125,0.125,11.1,Recent,1,Senior,0,0,-0.14358681559582906,0.9319814709298276,2,Fast-track Performers
39,1,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1,Male,84,3,4,Healthcare Representative,4,Divorced,12169,13547,7,No,11,3,4,3,21,4,3,18,7,11,5,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.2777777777777778,5.100000000000001,Critical,0,Veteran,1,1,2.8489236324594076,0.5500277360708175,1,Stable Contributors
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,19626,17544,1,No,14,3,1,0,21,2,4,20,7,4,9,0.2,0.35,0.1,0.45,12.4,Delayed,0,Veteran,0,1,2.2433906449048395,2.8823451317728823,1,Stable Contributors
21,0,Travel_Rarely,984,Research & Development,1,1,Technical Degree,4,Female,70,2,1,Research Scientist,2,Single,2070,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,2,1.0,1.0,3.0,1.0,10.1,Moderate,0,Early,0,0,-0.9427209283281591,-1.8607656244678465,2,Fast-track Performers
39,0,Non-Travel,439,Research & Development,9,3,Life Sciences,3,Male,70,3,2,Laboratory Technician,2,Single,6782,8770,9,No,15,3,3,0,9,2,2,5,4,0,3,0.0,0.8,0.4,0.6,10.5,Recent,0,Mid,0,0,-0.47091336316198096,0.1857610676063008,2,Fast-track Performers
36,0,Non-Travel,217,Research & Development,18,4,Life Sciences,1,Male,78,3,2,Manufacturing Director,4,Single,7779,23238,2,No,20,4,1,0,18,0,3,11,9,0,9,0.0,0.8181818181818182,0.0,0.8181818181818182,10.0,Recent,1,Senior,0,1,1.6073081859690173,0.578963867081996,1,Stable Contributors
31,0,Travel_Frequently,793,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,2791,21981,0,No,12,3,1,1,3,4,3,2,2,2,2,1.0,1.0,2.0,1.0,8.2,Moderate,0,Early,0,0,-0.36794621636050995,-2.4125059349397007,2,Fast-track Performers
28,0,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1,Male,67,2,1,Research Scientist,2,Married,3201,19911,0,No,17,3,1,0,6,2,1,5,3,0,4,0.0,0.6,0.4,0.8,8.7,Recent,0,Mid,0,0,-0.531996815753206,-0.46963427487222137,2,Fast-track Performers
35,0,Travel_Frequently,1182,Sales,11,2,Marketing,4,Male,54,3,2,Sales Executive,4,Divorced,4968,18500,1,No,11,3,4,1,5,3,3,5,2,0,2,0.0,0.4,0.6,0.4,11.1,Recent,0,Mid,0,0,-1.3868393521042108,0.618568679910835,2,Fast-track Performers
49,0,Travel_Rarely,174,Sales,8,4,Technical Degree,4,Male,56,2,4,Sales Executive,2,Married,13120,11879,6,No,17,3,2,1,22,3,3,9,8,2,3,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.3333333333333333,13.7,Moderate,0,Senior,0,1,0.6162028324106602,1.7426582184033594,2,Stable Contributors
